file,file_name,gloss,smplx_shape,seq_len_T,motion_dim_D,duration_at_20fps_sec,keys
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01216.pkl,01216.pkl,adult,"(64, 182)",64,182,3.2,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01217.pkl,01217.pkl,adult,"(85, 182)",85,182,4.25,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01224.pkl,01224.pkl,advanced,"(23, 182)",23,182,1.15,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01226.pkl,01226.pkl,advanced,"(107, 182)",107,182,5.35,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01227.pkl,01227.pkl,advanced,"(49, 182)",49,182,2.45,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01228.pkl,01228.pkl,advanced,"(32, 182)",32,182,1.6,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01229.pkl,01229.pkl,advanced,"(58, 182)",58,182,2.9,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01230.pkl,01230.pkl,advanced,"(52, 182)",52,182,2.6,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01231.pkl,01231.pkl,advanced,"(81, 182)",81,182,4.05,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01242.pkl,01242.pkl,advantage,"(46, 182)",46,182,2.3,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01244.pkl,01244.pkl,advantage,"(106, 182)",106,182,5.3,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01245.pkl,01245.pkl,advantage,"(28, 182)",28,182,1.4,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01247.pkl,01247.pkl,advantage,"(48, 182)",48,182,2.4,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01248.pkl,01248.pkl,advantage,"(36, 182)",36,182,1.8,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01251.pkl,01251.pkl,advantage,"(58, 182)",58,182,2.9,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01252.pkl,01252.pkl,advantage,"(79, 182)",79,182,3.95,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01263.pkl,01263.pkl,adverb,"(61, 182)",61,182,3.05,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01264.pkl,01264.pkl,adverb,"(74, 182)",74,182,3.7,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01265.pkl,01265.pkl,adverb,"(97, 182)",97,182,4.85,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01266.pkl,01266.pkl,adverb,"(128, 182)",128,182,6.4,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01267.pkl,01267.pkl,adverb,"(53, 182)",53,182,2.65,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01268.pkl,01268.pkl,adverb,"(37, 182)",37,182,1.85,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01269.pkl,01269.pkl,adverb,"(71, 182)",71,182,3.55,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01318.pkl,01318.pkl,affect,"(126, 182)",126,182,6.3,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01320.pkl,01320.pkl,affect,"(109, 182)",109,182,5.45,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01321.pkl,01321.pkl,affect,"(59, 182)",59,182,2.95,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01322.pkl,01322.pkl,affect,"(40, 182)",40,182,2.0,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01323.pkl,01323.pkl,affect,"(30, 182)",30,182,1.5,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01325.pkl,01325.pkl,affect,"(63, 182)",63,182,3.15,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01327.pkl,01327.pkl,affect,"(84, 182)",84,182,4.2,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01372.pkl,01372.pkl,afraid,"(18, 182)",18,182,0.9,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01373.pkl,01373.pkl,afraid,"(69, 182)",69,182,3.45,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01374.pkl,01374.pkl,afraid,"(78, 182)",78,182,3.9,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01375.pkl,01375.pkl,afraid,"(54, 182)",54,182,2.7,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01376.pkl,01376.pkl,afraid,"(31, 182)",31,182,1.55,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01377.pkl,01377.pkl,afraid,"(20, 182)",20,182,1.0,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01379.pkl,01379.pkl,afraid,"(58, 182)",58,182,2.9,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01381.pkl,01381.pkl,afraid,"(84, 182)",84,182,4.2,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01382.pkl,01382.pkl,africa,"(36, 182)",36,182,1.8,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01383.pkl,01383.pkl,africa,"(124, 182)",124,182,6.2,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01385.pkl,01385.pkl,africa,"(50, 182)",50,182,2.5,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01386.pkl,01386.pkl,africa,"(43, 182)",43,182,2.15,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01387.pkl,01387.pkl,africa,"(42, 182)",42,182,2.1,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01388.pkl,01388.pkl,africa,"(103, 182)",103,182,5.15,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01390.pkl,01390.pkl,africa,"(50, 182)",50,182,2.5,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01391.pkl,01391.pkl,africa,"(41, 182)",41,182,2.05,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01392.pkl,01392.pkl,africa,"(63, 182)",63,182,3.15,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01393.pkl,01393.pkl,africa,"(61, 182)",61,182,3.05,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01394.pkl,01394.pkl,africa,"(72, 182)",72,182,3.6,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01395.pkl,01395.pkl,africa,"(103, 182)",103,182,5.15,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01396.pkl,01396.pkl,africa,"(56, 182)",56,182,2.8,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01397.pkl,01397.pkl,africa,"(63, 182)",63,182,3.15,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01398.pkl,01398.pkl,africa,"(66, 182)",66,182,3.3,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01411.pkl,01411.pkl,after,"(3, 182)",3,182,0.15,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01418.pkl,01418.pkl,after,"(106, 182)",106,182,5.3,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01419.pkl,01419.pkl,after,"(65, 182)",65,182,3.25,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01420.pkl,01420.pkl,after,"(38, 182)",38,182,1.9,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01421.pkl,01421.pkl,after,"(27, 182)",27,182,1.35,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01422.pkl,01422.pkl,after,"(60, 182)",60,182,3.0,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01423.pkl,01423.pkl,after,"(54, 182)",54,182,2.7,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01426.pkl,01426.pkl,after,"(71, 182)",71,182,3.55,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01427.pkl,01427.pkl,after,"(60, 182)",60,182,3.0,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01428.pkl,01428.pkl,after,"(65, 182)",65,182,3.25,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01429.pkl,01429.pkl,afternoon,"(5, 182)",5,182,0.25,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01433.pkl,01433.pkl,afternoon,"(70, 182)",70,182,3.5,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01434.pkl,01434.pkl,afternoon,"(75, 182)",75,182,3.75,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01435.pkl,01435.pkl,afternoon,"(53, 182)",53,182,2.65,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01436.pkl,01436.pkl,afternoon,"(106, 182)",106,182,5.3,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01437.pkl,01437.pkl,afternoon,"(47, 182)",47,182,2.35,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01438.pkl,01438.pkl,afternoon,"(33, 182)",33,182,1.65,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01440.pkl,01440.pkl,afternoon,"(83, 182)",83,182,4.15,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01442.pkl,01442.pkl,afternoon,"(65, 182)",65,182,3.25,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01457.pkl,01457.pkl,again,"(35, 182)",35,182,1.75,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01460.pkl,01460.pkl,again,"(71, 182)",71,182,3.55,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01461.pkl,01461.pkl,again,"(70, 182)",70,182,3.5,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01462.pkl,01462.pkl,again,"(44, 182)",44,182,2.2,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01463.pkl,01463.pkl,again,"(89, 182)",89,182,4.45,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01464.pkl,01464.pkl,again,"(64, 182)",64,182,3.2,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01466.pkl,01466.pkl,again,"(43, 182)",43,182,2.15,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01467.pkl,01467.pkl,again,"(89, 182)",89,182,4.45,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01468.pkl,01468.pkl,again,"(75, 182)",75,182,3.75,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01469.pkl,01469.pkl,again,"(66, 182)",66,182,3.3,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01470.pkl,01470.pkl,again,"(70, 182)",70,182,3.5,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01471.pkl,01471.pkl,again,"(63, 182)",63,182,3.15,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01472.pkl,01472.pkl,against,"(43, 182)",43,182,2.15,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01473.pkl,01473.pkl,against,"(94, 182)",94,182,4.7,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01474.pkl,01474.pkl,against,"(84, 182)",84,182,4.2,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01475.pkl,01475.pkl,against,"(55, 182)",55,182,2.75,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01477.pkl,01477.pkl,against,"(38, 182)",38,182,1.9,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01478.pkl,01478.pkl,against,"(56, 182)",56,182,2.8,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01479.pkl,01479.pkl,against,"(79, 182)",79,182,3.95,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01482.pkl,01482.pkl,age,"(32, 182)",32,182,1.6,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01485.pkl,01485.pkl,age,"(72, 182)",72,182,3.6,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01486.pkl,01486.pkl,age,"(33, 182)",33,182,1.65,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01487.pkl,01487.pkl,age,"(74, 182)",74,182,3.7,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01488.pkl,01488.pkl,age,"(28, 182)",28,182,1.4,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01489.pkl,01489.pkl,age,"(43, 182)",43,182,2.15,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01490.pkl,01490.pkl,age,"(28, 182)",28,182,1.4,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01491.pkl,01491.pkl,age,"(45, 182)",45,182,2.25,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
/home/image/Desktop/SignAvatar_Generative_Project/data/annotations/wlasl_pkls_cropFalse_defult_shape/01494.pkl,01494.pkl,age,"(50, 182)",50,182,2.5,left_valid|right_valid|total_valid_index|2d|pred_2d|smplx|unsmooth_smplx|bb2img_trans|focal|princpt
